n,observed_rank,predicted_rank_Q1,predicted_rank,predicted_rank_Q3,observed_log_income,predicted_log_income_Q1,predicted_log_income,predicted_log_income_Q3
303,72,49,61.7689768976898,78,10.1123258012631,9.70255124881909,9.86291828657064,10.0525549718796
303,76,54,66.8778877887789,82,10.1724980562542,9.75637999204067,9.93022518612392,10.1296336671048
303,94,83,85.6105610561056,95.5,10.6388477186867,10.1413164022357,10.3476627439763,10.6051252482792
303,60,39.5,55.1485148514852,71,9.9542778474081,9.61821349031958,9.77629571609007,9.95313765740091
303,71,45,60.3201320132013,76,10.0986303552071,9.67495732538826,9.84992148771855,10.0293498357008
303,61,41,56.6369636963696,72,9.96677409360331,9.63995390572728,9.80438824841685,9.97352650628042
303,55,36.5,51.0429042904291,63,9.89354603509528,9.5935713542957,9.73407695179177,9.8609921240692
303,79,61,70.3960396039604,85,10.2210974753339,9.84894313122767,9.98561375723611,10.1777276218059
303,88,70,78.03300330033,89,10.399781750231,9.94585802111422,10.1279416461778,10.2709762713095
303,82,66,74.4686468646865,86.5,10.2722986353577,9.89880126831786,10.0502819138181,10.199338932791
303,93,82,85.7689768976898,95,10.5855253168215,10.1210767930767,10.3387773826857,10.5792909340198
303,69,47,60.8184818481848,75,10.0704789741766,9.6797254992098,9.85230027268608,10.014241101088
303,98,93,92.6435643564357,99,11.0049604626217,10.4389309327799,10.6209899375624,10.8893894703915
303,80,62,70.93399339934,84,10.2369406335137,9.84558715897888,9.99692136832543,10.1569738572855
303,65,45,56.950495049505,70.5,10.0172527255078,9.66604420671864,9.8034056672213,9.9616378945855
303,75,59,68.2277227722772,83,10.1563897244169,9.81878696714442,9.95929834078067,10.1330412310873
303,86,69,75.9240924092409,88,10.3551585174542,9.93021062799714,10.085529336038,10.2249297892544
303,83,65,72.4125412541254,84,10.2916137633155,9.88549432764789,10.0187633467631,10.1664757014035
303,81,64,72.0693069306931,85,10.2532371377797,9.86663588898652,10.016172177762,10.1685022060837
303,70,47,61.029702970297,76,10.0849905486711,9.68833276005237,9.86299838796429,10.0268872839016
303,74,57,67.029702970297,81,10.1415491316617,9.78433088876764,9.94195217740841,10.1006473159188
303,87,67,76.4521452145215,89,10.3757551735532,9.91069725305477,10.1015523551641,10.2593461437676
303,97,92,91.2838283828383,98,10.8826441077896,10.3758020233659,10.5614398106207,10.8350698694302
303,63,43.5,58.5709570957096,73.5,9.98980457664611,9.64870787508479,9.83513683324348,9.99845066987439
303,92,79,83.8778877887789,94,10.5370731022895,10.0725050719901,10.2798270653658,10.5311846155423
303,91,79,83.3432343234323,93,10.4971126865761,10.0703636125888,10.2463924740518,10.4774764336917
303,99,93,92.7920792079208,99,11.1768565491432,10.4637621992991,10.6498825318881,10.9429718779642
304,6,5,16.5559210526316,22.25,8.0652974486472,8.43673550064777,8.88143365039025,9.34950117732104
304,2,4,16.6776315789474,19.25,6.99493127219629,8.35509214776144,8.81791537625418,9.16689662242841
304,12,9,24.3947368421053,34.25,8.72789152379488,8.6420704476109,9.1241396837169,9.56170671740212
304,17,10,28.4868421052632,43,9.04730313901579,8.73530352164667,9.2266290926243,9.65778313026285
304,23,16.75,32.5,44,9.30388306330931,9.11106231363802,9.37070783919488,9.66501550156972
304,33,23,38.4177631578947,51,9.55302242686336,9.36070427284657,9.50750257553099,9.73123730822199
304,28,17,35.0427631578947,51,9.44341142301092,9.14233158502683,9.42181439437218,9.73347858160418
304,34,20.75,38,53,9.57265699070374,9.26036148577019,9.4837210218774,9.76207398403569
304,39,26,40.9473684210526,53,9.66225364788149,9.43075980721715,9.57020771326717,9.75656739928981
304,95,89,90.4539473684211,97,10.7052751366732,10.2672392330635,10.4767771446557,10.68923058151
304,56,33,50.6019736842105,65.25,9.90576393491497,9.55767017488376,9.71889798342612,9.88564093129636
304,45,31,46.0427631578947,59.25,9.75438787649342,9.525475532653,9.64589158373629,9.81658826435008
304,50,32,49.1282894736842,63,9.82805780603734,9.54312924720109,9.69524758648261,9.87742446523436
304,67,45.75,59.9144736842105,75,10.0434255252189,9.6774987718142,9.83964869884304,10.0032425329849
304,62,43,56.625,71.25,9.97811976829189,9.6462935987949,9.79651880970891,9.9654197737191
304,89,71,77.5559210526316,90,10.4291943679988,9.95343914307262,10.1287028232653,10.2847827776087
304,100,94,93.1743421052632,100,11.528509392492,10.5250473095147,10.7074420158682,10.9993891754702
304,73,50,64.2828947368421,79,10.1269414412902,9.71572788683354,9.90758519286023,10.0891222934195
304,78,58,68.7072368421053,82,10.2045939989006,9.80491097072293,9.96477993013615,10.1219328948787
304,84,66,73.6743421052632,87.25,10.3122696753493,9.8969204839498,10.0489341389307,10.2208089341854
